pincode_id,pincode,status,created_at,updated_at,deleted_at
112,110015,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
113,110015,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
114,110015,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
115,110015,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
116,110016,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
117,110016,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
118,110016,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
119,110016,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
120,110016,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
121,110016,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
122,110017,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
123,110017,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
124,110017,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
125,110017,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
126,110017,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
127,110017,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
128,110017,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
129,110017,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
130,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
131,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
132,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
133,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
134,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
135,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
136,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
137,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
138,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
139,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
140,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
141,110018,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
142,110019,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
143,110019,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
144,110019,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
145,110019,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
146,110019,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
147,110019,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
148,110019,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
149,110019,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
150,110020,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
151,110020,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
152,110020,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
153,110022,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
154,110022,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
155,110022,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
156,110022,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
157,110022,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
158,110023,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
159,110023,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
160,110023,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
161,110023,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
162,110023,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
163,110048,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
164,110023,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
165,110024,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
166,110024,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
167,110024,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
168,110024,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
169,110025,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
170,110025,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
171,110025,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
172,110025,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
173,110025,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
174,110026,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
175,110026,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
176,110026,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
177,110026,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
178,110027,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
179,110027,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
180,110027,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
181,110027,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
182,110027,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
183,110027,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
184,110028,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
185,110028,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
186,110028,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
187,110028,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
188,110029,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
189,110029,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
190,110029,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
191,110030,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
192,110030,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
193,110030,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
194,110030,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
195,110030,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
196,110030,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
197,110030,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
198,110031,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
199,110031,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
200,110031,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
201,110020,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
202,110021,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
203,110021,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
204,110021,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
205,110021,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
206,110021,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
207,110021,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
208,110022,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
209,110022,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
210,110022,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
211,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
212,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
213,110037,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
214,110037,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
215,110037,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
216,110037,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
217,110037,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
218,110037,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
219,110037,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
220,110038,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
221,110038,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
222,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
223,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
224,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
225,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
226,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
227,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
228,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
229,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
230,110031,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
231,110031,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
232,110031,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
233,110031,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
234,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
235,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
236,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
237,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
238,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
239,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
240,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
241,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
242,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
243,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
244,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
245,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
246,110032,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
247,110033,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
248,110033,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
249,110033,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
250,110033,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
251,110033,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
252,110033,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
253,110034,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
254,110034,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
255,110034,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
256,110034,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
257,110034,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
258,110034,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
259,110034,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
260,110035,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
261,110035,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
262,110035,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
263,110035,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
264,110035,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
265,110035,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
266,110035,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
267,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
268,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
269,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
270,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
271,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
272,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
273,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
274,110036,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
275,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
276,110039,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
277,110040,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
278,110040,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
279,110040,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
280,110040,0,"2024-11-14 11:44:10","2024-11-14 11:44:10",NULL
281,110040,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
282,110040,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
283,110041,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
284,110041,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
285,110041,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
286,110041,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
287,110041,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
288,110041,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
289,110041,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
290,110041,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
291,110041,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
292,110042,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
293,110042,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
294,110042,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
295,110042,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
296,110042,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
297,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
298,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
299,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
300,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
301,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
302,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
303,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
304,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
305,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
306,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
307,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
308,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
309,110043,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
310,110044,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
311,110044,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
312,110044,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
313,110044,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
314,110044,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
315,110044,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
316,110044,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
317,110045,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
318,110045,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
319,110045,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
320,110045,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
321,110046,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
322,110046,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
323,110047,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
324,110047,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
325,110047,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
326,110047,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
327,110048,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
328,110048,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
329,110086,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
330,110049,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
331,110049,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
332,110049,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
333,110049,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
334,110049,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
335,110049,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
336,110053,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
337,110054,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
338,110054,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
339,110054,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
340,110054,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
341,110054,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
342,110055,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
343,110055,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
344,110055,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
345,110055,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
346,110056,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
347,110057,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
348,110057,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
349,110058,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
350,110058,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
351,110058,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
352,110058,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
353,110058,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
354,110059,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
355,110059,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
356,110059,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
357,110059,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
358,110059,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
359,110060,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
360,110061,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
361,110061,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
362,110062,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
363,110062,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
364,110062,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
365,110062,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
366,110062,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
367,110062,0,"2024-11-14 11:44:11","2024-11-14 11:44:11",NULL
